Date,Ping (ms),Download (Mbps),Upload (Mbps)
2020-09-07 09:00:34.599773,88.0,6.81,1.19
2020-09-07 09:30:29.696627,39.0,7.39,1.08
2020-09-07 10:00:56.391410,39.0,7.19,1.23
2020-09-07 10:30:30.735286,108.0,6.52,1.02
2020-09-07 11:00:37.618264,97.0,7.1,0.99
2020-09-07 11:30:57.726260,40.0,7.12,1.18
2020-09-07 12:00:35.330996,40.0,7.36,1.13
2020-09-07 12:30:28.791217,43.0,7.24,1.24
2020-09-07 13:00:35.421421,44.0,7.36,1.2
2020-09-07 13:30:28.444664,58.0,7.31,1.09
2020-09-07 14:00:29.302656,40.0,7.36,1.07
2020-09-07 14:30:28.185336,40.0,7.27,1.13
2020-09-07 15:00:36.294076,40.0,7.26,1.06
2020-09-07 15:30:28.847800,40.0,7.35,1.23
2020-09-07 16:00:35.124897,39.0,7.34,1.16
2020-09-07 16:30:29.956722,40.0,7.25,1.24
2020-09-07 17:00:31.386644,40.0,7.26,1.15
2020-09-07 17:30:30.549525,44.0,7.36,1.22
2020-09-07 18:00:33.443807,55.0,6.96,1.08
2020-09-07 18:30:29.056645,56.0,7.37,1.15
2020-09-07 19:00:31.206513,40.0,7.29,1.2
2020-09-07 19:30:28.690562,46.0,7.25,1.23
2020-09-07 20:00:28.892393,49.0,7.3,1.19
2020-09-07 20:30:29.673060,39.0,7.33,1.12
2020-09-07 21:00:33.168657,74.0,7.02,1.05
2020-09-07 21:30:30.280535,42.0,4.47,1.07
2020-09-07 22:00:37.766321,42.0,4.6,0.87
2020-09-08 06:30:31.939881,59.0,6.81,1.07
2020-09-08 07:00:46.180337,62.0,6.24,1.04
2020-09-08 07:30:34.721612,114.0,6.29,0.99
2020-09-08 08:00:31.041164,40.0,7.28,1.14
2020-09-08 08:30:32.109147,42.0,6.61,1.19
2020-09-08 09:00:26.765929,59.0,6.03,1.16
2020-09-08 09:30:26.462711,43.0,7.36,1.23
2020-09-08 10:00:30.712643,62.0,7.4,1.18
2020-09-08 10:30:27.390709,41.0,7.37,1.12
2020-09-08 11:00:35.560951,40.0,7.13,1.17
2020-09-08 11:30:32.276755,42.0,7.16,1.03
2020-09-08 12:00:29.941266,41.0,7.26,1.18
2020-09-08 12:30:28.556822,40.0,7.15,1.07
2020-09-08 13:00:29.827130,42.0,7.31,1.12
2020-09-08 13:30:28.261943,44.0,7.19,1.16
2020-09-08 14:00:30.320372,40.0,7.34,1.08
2020-09-08 14:30:28.535033,48.0,7.24,1.2
2020-09-08 15:00:36.687727,52.0,7.17,1.23
2020-09-08 15:30:27.693219,40.0,7.17,1.17
2020-09-08 16:00:36.928920,52.0,7.31,1.22
2020-09-08 16:30:27.564929,43.0,7.16,1.17
2020-09-08 17:00:35.391790,40.0,7.43,1.21
2020-09-08 17:30:28.652485,42.0,7.31,1.06
2020-09-08 18:00:29.237064,46.0,7.36,1.24
2020-09-08 18:30:28.360888,40.0,7.33,1.16
2020-09-08 19:00:30.762939,63.0,7.03,1.15
2020-09-08 19:30:30.336214,44.0,7.04,1.12
2020-09-08 20:00:29.421897,44.0,7.25,1.08
2020-09-08 20:30:29.729605,46.0,7.25,1.15
2020-09-08 21:00:30.183452,44.0,3.91,0.98
2020-09-08 21:30:38.799034,160.0,4.74,0.86
2020-09-08 22:00:35.985058,40.0,4.0,0.94
2020-09-08 22:30:34.312341,48.0,6.83,1.06
2020-09-08 23:00:36.177400,62.0,6.04,0.85
2020-09-08 23:30:31.767942,60.0,4.64,0.84
2020-09-09 00:00:29.133810,40.0,6.92,1.15
2020-09-09 00:30:27.694584,44.0,7.17,1.24
2020-09-09 01:00:32.846443,38.0,7.38,1.1
2020-09-09 01:30:26.511024,40.0,7.11,1.25
2020-09-09 02:00:29.390894,39.0,7.16,1.07
2020-09-09 02:30:29.261698,40.0,6.58,1.1
2020-09-09 03:00:30.280565,43.0,7.16,1.16
2020-09-09 03:30:28.315639,40.0,7.17,1.09
2020-09-09 04:00:35.101257,59.0,7.21,1.18
2020-09-09 04:30:27.064610,40.0,7.25,1.18
2020-09-09 05:00:33.718968,42.0,7.01,1.15
2020-09-09 05:30:30.024677,58.0,7.09,1.0
2020-09-09 06:01:43.242541,40.0,7.33,1.22
2020-09-09 06:31:07.434618,44.0,7.28,1.07
2020-09-09 07:00:38.294324,40.0,7.11,1.2
2020-09-09 07:30:34.109181,42.0,6.73,1.12
2020-09-09 08:00:34.218422,41.0,7.01,1.19
2020-09-09 08:30:33.133569,44.0,7.11,1.23
2020-09-09 09:00:36.602662,39.0,7.08,1.13
2020-09-09 09:30:35.758285,48.0,4.65,1.02
2020-09-09 10:00:38.741831,40.0,3.64,0.83
2020-09-09 10:30:35.882756,41.0,4.27,1.11
2020-09-09 11:00:35.760396,44.0,7.11,1.22
2020-09-09 11:30:36.760129,40.0,7.29,1.0
2020-09-09 12:00:36.017446,63.0,6.41,1.04
2020-09-09 12:30:34.490047,60.0,3.71,0.91
2020-09-09 13:00:42.860320,40.0,6.46,0.89
2020-09-09 13:30:37.567965,42.0,7.1,1.08
2020-09-09 14:00:37.166429,41.0,4.77,1.07
2020-09-09 14:30:35.460663,40.0,3.94,1.11
2020-09-09 15:00:37.762854,39.0,4.79,0.97
2020-09-09 16:00:36.658275,45.0,5.79,1.0
2020-09-09 16:30:43.762405,100.0,3.41,0.97
2020-09-09 17:00:54.633204,320.0,2.41,0.97
2020-09-09 18:06:08.877499,89.0,4.71,1.02
2020-09-09 18:41:41.828791,74.0,5.33,1.09
2020-09-09 19:01:15.484348,57.0,4.96,1.02
2020-09-09 19:36:44.054725,44.0,7.13,1.01
2020-09-09 20:00:39.043780,43.0,7.27,1.25
2020-09-09 20:30:35.294207,44.0,7.11,1.14
2020-09-09 21:00:29.464221,40.0,7.23,1.13
2020-09-09 21:30:35.098188,44.0,6.96,1.09
2020-09-10 21:03:34.869060,48.0,6.73,1.07
2020-09-10 21:30:40.993829,53.0,4.49,0.87
2020-09-10 22:00:36.301692,40.0,4.62,0.92
2020-09-10 22:30:40.189880,57.0,5.71,0.89
2020-09-10 23:00:38.684935,41.0,7.16,1.11
2020-09-10 23:30:33.697774,40.0,7.2,1.01
2020-09-11 00:00:38.401913,43.0,7.23,0.98
2020-09-11 00:30:37.753894,40.0,7.04,0.91
2020-09-11 01:00:34.805150,65.0,7.23,1.22
2020-09-11 01:30:32.089915,43.0,7.1,1.19
2020-09-11 02:00:38.906939,40.0,7.22,1.09
2020-09-11 02:30:33.706807,44.0,7.21,1.25
2020-09-11 03:00:39.637043,44.0,7.21,1.21
2020-09-11 03:30:28.392590,46.0,7.21,1.09
2020-09-11 04:00:35.363248,54.0,7.19,1.18
2020-09-11 04:30:31.642512,40.0,7.22,1.22
2020-09-11 05:00:38.734331,41.0,7.07,1.13
2020-09-11 05:30:34.584757,40.0,7.05,1.09
2020-09-11 06:00:37.494508,43.0,7.18,1.08
2020-09-11 06:30:33.869627,40.0,6.43,1.1
2020-09-11 07:00:35.634674,41.0,7.32,1.14
2020-09-11 07:30:32.242055,46.0,6.44,1.21
2020-09-11 08:00:38.985835,40.0,4.14,0.95
2020-09-11 08:30:34.385664,40.0,7.22,1.15
2020-09-11 20:00:38.576599,39.0,6.89,1.24
2020-09-11 20:30:47.202678,120.0,4.71,0.94
2020-09-11 21:00:52.057143,26.0,5.81,1.12
2020-09-11 21:30:34.884776,28.0,3.93,1.0
2020-09-11 22:00:42.539885,30.0,5.01,0.9
2020-09-12 15:00:43.375219,32.0,6.89,1.06
2020-09-12 15:30:37.955919,24.0,7.2,1.05
2020-09-12 16:00:35.867955,25.0,6.9,1.12
2020-09-12 16:30:26.094135,26.0,7.02,1.22
2020-09-12 17:00:40.259796,33.0,7.22,0.97
2020-09-12 17:30:31.799614,26.0,7.19,1.14
2020-09-12 18:00:39.648390,24.0,7.23,1.02
2020-09-12 18:30:34.850577,28.0,7.03,1.04
2020-09-12 19:00:27.929850,26.0,7.02,1.11
2020-09-12 19:30:34.407310,29.0,7.02,1.1
2020-09-12 20:00:36.751661,24.0,7.15,1.13
2020-09-12 20:30:33.878450,28.0,7.29,1.13
2020-09-12 21:00:35.983447,25.0,4.6,1.07
2020-09-12 21:30:30.527677,57.0,5.55,0.83
2020-09-12 22:00:37.695440,75.0,5.54,1.0
2020-09-12 22:30:27.544364,30.0,7.23,1.08
2020-09-12 23:00:38.933144,27.0,7.16,1.0
2020-09-12 23:30:33.378265,28.0,7.13,0.74
2020-09-13 00:00:27.025842,25.0,7.18,1.12
2020-09-13 00:30:32.427090,30.0,7.12,1.16
2020-09-13 01:00:30.266591,27.0,7.21,1.07
2020-09-13 01:30:28.091993,24.0,6.99,1.03
2020-09-13 02:00:27.102761,32.0,7.23,1.18
2020-09-13 02:30:26.868118,25.0,6.9,1.13
2020-09-13 03:00:36.241195,30.0,7.33,1.15
2020-09-13 03:30:26.813182,24.0,7.17,1.14
2020-09-13 04:00:29.727914,28.0,6.85,1.04
2020-09-13 04:30:27.712577,24.0,6.98,1.12
2020-09-13 05:00:28.465561,26.0,7.24,1.06
2020-09-13 05:30:25.629994,24.0,7.16,1.28
2020-09-13 06:00:27.681442,26.0,7.28,1.07
2020-09-13 06:30:28.359395,28.0,7.24,1.04
2020-09-13 07:00:28.231841,25.0,6.46,1.06
2020-09-13 07:30:28.042991,24.0,7.07,1.06
2020-09-13 08:00:31.162263,30.0,7.23,1.07
2020-09-13 08:30:29.493455,24.0,6.76,1.06
2020-09-13 09:00:30.091355,28.0,6.45,1.12
2020-09-13 09:30:28.561479,43.0,6.47,1.19
2020-09-13 10:00:33.616831,24.0,7.32,0.92
2020-09-13 10:30:28.410977,27.0,6.66,1.07
2020-09-13 11:00:30.715359,55.0,7.19,1.08
2020-09-13 11:30:27.874187,27.0,6.87,1.02
2020-09-13 12:00:38.548297,24.0,7.14,1.09
2020-09-13 12:30:27.822686,26.0,6.64,1.08
2020-09-13 13:00:28.035776,25.0,6.75,1.03
2020-09-13 13:30:26.926850,28.0,6.71,1.2
2020-09-13 14:00:32.662544,25.0,6.91,0.94
2020-09-13 14:30:26.323450,31.0,7.17,1.19
2020-09-13 15:00:42.579055,30.0,6.05,1.15
2020-09-13 15:30:31.743991,71.0,5.83,0.87
2020-09-13 16:00:28.491535,26.0,7.18,1.02
2020-09-13 16:30:27.000258,24.0,7.1,1.11
2020-09-13 17:00:29.733141,25.0,7.26,1.11
2020-09-13 17:30:28.392972,26.0,7.31,1.13
2020-09-13 18:00:28.034328,32.0,5.29,1.18
2020-09-13 18:30:28.860055,27.0,7.01,1.13
2020-09-13 19:00:32.345268,27.0,7.01,1.06
2020-09-13 19:30:35.458578,34.0,6.56,1.04
2020-09-13 20:00:33.476983,24.0,7.28,1.26
2020-09-13 20:30:27.976076,28.0,7.31,1.22
2020-09-13 21:00:34.505356,27.0,6.44,1.11
2020-09-13 21:30:30.626298,28.0,6.36,0.99
2020-09-13 22:00:28.560465,27.0,7.16,1.13
2020-09-13 22:30:32.691346,26.0,7.26,1.13
2020-09-13 23:00:31.785182,26.0,7.19,1.08
2020-09-13 23:30:28.896753,27.0,7.29,1.09
2020-09-14 00:00:35.451905,31.0,6.93,0.9
2020-09-14 00:30:27.831459,26.0,6.85,1.14
2020-09-14 01:00:36.126031,28.0,6.83,1.2
2020-09-14 01:30:29.201335,27.0,7.27,1.06
2020-09-14 02:00:34.677939,32.0,6.52,1.2
2020-09-14 02:30:29.047084,25.0,7.19,1.08
2020-09-14 03:00:36.385917,26.0,7.19,0.96
2020-09-14 03:30:29.312868,36.0,6.71,1.04
2020-09-14 04:00:28.390302,34.0,7.05,1.09
2020-09-14 04:30:27.662660,31.0,7.17,1.25
2020-09-14 05:00:36.606049,25.0,7.04,1.07
2020-09-14 05:30:34.348650,27.0,7.29,1.14
2020-09-14 06:00:33.755240,24.0,7.01,1.13
2020-09-14 06:30:29.068354,25.0,7.27,1.09
2020-09-14 07:00:33.897919,32.0,7.15,1.05
2020-09-14 07:30:30.350418,31.0,6.83,0.99
2020-09-14 08:00:31.574626,25.0,6.62,1.07
2020-09-14 09:00:35.056597,28.0,7.26,1.16
2020-09-14 09:30:30.321496,28.0,7.04,1.05
2020-09-14 10:00:30.218564,33.0,7.16,1.09
2020-09-14 10:30:28.579941,28.0,7.25,1.05
2020-09-14 11:00:37.009204,31.0,7.11,1.1
2020-09-14 11:30:28.601484,27.0,7.3,1.12
2020-09-14 12:00:37.350645,24.0,7.28,1.02
2020-09-14 12:30:29.214430,29.0,7.19,1.1
2020-09-14 13:00:35.254316,29.0,6.93,1.05
2020-09-14 13:30:30.408708,28.0,7.23,0.96
2020-09-14 14:00:31.151637,30.0,7.23,1.1
2020-09-14 14:30:28.953207,28.0,7.09,1.08
2020-09-14 15:00:29.193020,27.0,7.22,1.2
2020-09-14 15:30:27.851145,29.0,7.13,1.2
2020-09-14 16:00:29.032954,28.0,7.18,1.24
2020-09-14 16:30:27.912353,30.0,6.89,1.2
2020-09-14 17:00:36.193047,26.0,7.08,1.05
2020-09-14 17:30:30.836536,26.0,7.07,1.03
2020-09-14 18:00:34.741214,29.0,7.2,1.23
2020-09-14 18:30:32.805897,25.0,7.14,0.97
2020-09-14 19:00:30.961532,29.0,7.01,1.06
2020-09-14 19:30:28.739367,24.0,7.33,1.09
2020-09-14 20:00:35.779322,60.0,6.27,1.08
2020-09-14 20:30:31.592542,34.0,7.18,1.0
2020-09-14 21:00:37.564547,41.0,3.98,0.99
2020-09-14 21:30:32.126598,67.0,4.43,0.89
2020-09-14 22:00:35.293442,31.0,5.52,0.84
2020-09-14 23:00:39.845618,34.0,2.42,1.0
2020-09-14 23:30:28.617836,35.0,7.14,1.12
2020-09-15 00:00:37.100227,35.0,6.68,1.08
2020-09-15 00:30:28.942260,36.0,7.04,1.09
2020-09-15 01:00:30.438400,34.0,7.24,1.15
2020-09-15 01:30:29.352629,28.0,6.78,1.01
2020-09-15 02:00:29.827130,32.0,7.2,0.98
2020-09-15 02:30:27.806898,27.0,7.24,1.14
2020-09-15 03:00:37.816975,29.0,6.89,1.07
2020-09-15 03:30:27.904085,28.0,7.21,1.1
2020-09-15 04:00:28.135796,29.0,6.84,1.1
2020-09-15 04:30:27.160132,31.0,6.97,1.21
2020-09-15 05:00:34.963228,27.0,6.98,1.06
2020-09-15 05:30:28.303980,24.0,6.91,1.02
2020-09-15 06:00:36.061413,27.0,6.83,1.06
2020-09-15 06:30:29.410940,25.0,7.01,0.96
2020-09-15 07:00:32.456759,26.0,7.27,1.02
2020-09-15 07:30:28.927019,31.0,6.77,1.03
2020-09-15 08:00:28.174119,30.0,7.32,1.17
2020-09-15 08:30:28.455099,40.0,4.54,0.93
2020-09-15 09:00:30.795016,26.0,7.24,0.97
2020-09-15 09:30:30.334852,24.0,7.06,1.03
2020-09-15 10:00:28.200864,25.0,7.23,1.12
2020-09-15 10:30:28.246878,26.0,7.13,1.03
2020-09-15 11:00:31.664703,28.0,6.79,1.05
2020-09-15 11:30:26.911218,24.0,7.17,1.18
2020-09-15 12:00:29.928972,36.0,7.19,1.2
2020-09-15 12:30:27.281234,27.0,7.29,1.2
2020-09-15 13:00:26.443942,31.0,6.89,1.27
2020-09-15 13:30:30.013890,26.0,7.08,1.01
2020-09-15 14:00:28.564804,27.0,6.85,1.1
2020-09-15 14:30:27.450373,25.0,7.11,1.12
2020-09-15 15:00:31.375624,27.0,7.21,1.05
2020-09-15 15:30:30.754781,27.0,7.2,1.07
2020-09-15 16:00:28.644359,24.0,7.04,1.02
2020-09-15 16:30:29.891207,26.0,7.31,0.91
2020-09-15 17:00:32.552245,31.0,7.08,1.04
2020-09-15 17:30:28.590669,27.0,7.31,1.04
2020-09-15 18:00:29.230887,24.0,6.78,1.08
2020-09-15 18:30:28.235440,27.0,7.1,1.2
2020-09-15 19:00:39.344271,30.0,6.85,1.08
2020-09-15 19:30:29.446010,30.0,7.17,0.99
2020-09-15 20:00:29.229569,39.0,7.15,1.14
2020-09-15 20:30:28.450558,28.0,7.27,1.12
2020-09-15 21:00:28.530317,35.0,6.79,1.11
2020-09-15 21:30:28.358535,24.0,7.26,1.06
2020-09-15 22:00:35.531928,27.0,7.1,0.99
2020-09-15 22:30:30.766158,25.0,6.92,1.19
2020-09-15 23:00:28.342679,24.0,7.27,1.2
2020-09-15 23:30:27.722671,28.0,7.19,1.1
2020-09-16 00:00:31.774119,38.0,6.27,1.14
2020-09-16 00:30:27.776666,26.0,7.24,1.12
2020-09-16 01:00:27.289399,30.0,7.17,1.21
2020-09-16 01:30:26.388706,25.0,7.21,1.23
2020-09-16 02:00:29.499457,29.0,6.85,1.22
2020-09-16 02:30:28.703400,27.0,7.13,1.08
2020-09-16 03:00:28.873478,24.0,6.93,1.07
2020-09-16 03:30:27.721584,25.0,7.1,1.14
2020-09-16 04:00:35.887033,27.0,6.64,1.08
2020-09-16 04:30:28.265625,26.0,7.02,1.08
2020-09-16 05:00:32.473436,28.0,7.23,1.1
2020-09-16 05:30:26.887960,26.0,6.86,1.18
2020-09-16 06:00:38.401677,67.0,6.07,1.13
2020-09-16 06:30:32.350299,76.0,7.13,0.92
2020-09-16 07:00:26.391067,28.0,6.47,1.26
2020-09-16 07:30:27.801645,26.0,7.04,1.14
2020-09-16 08:00:28.115244,32.0,7.01,1.12
2020-09-16 08:30:28.750739,26.0,7.09,1.01
2020-09-16 09:00:28.965040,28.0,6.52,0.96
2020-09-16 09:30:28.179298,24.0,6.99,1.1
2020-09-16 10:00:28.729024,37.0,6.93,1.1
2020-09-16 10:30:36.872917,74.0,5.19,0.94
2020-09-16 11:00:37.540226,28.0,4.33,0.91
2020-09-16 11:30:27.589017,24.0,7.18,1.16
2020-09-16 12:00:25.704560,26.0,7.03,1.23
2020-09-16 12:30:26.945753,24.0,7.22,1.18
2020-09-16 13:00:27.691949,28.0,7.25,1.08
2020-09-16 13:30:33.204057,48.0,5.62,0.99
2020-09-16 14:00:33.056424,36.0,5.04,1.09
2020-09-16 14:30:35.077395,51.0,5.26,1.04
2020-09-16 15:00:38.560578,55.0,5.65,1.11
2020-09-16 15:30:33.619245,39.0,5.95,1.03
2020-09-16 16:00:32.737713,38.0,5.46,1.04
2020-09-16 16:30:31.990593,39.0,5.41,0.97
2020-09-16 17:00:30.466489,30.0,5.43,1.14
2020-09-16 17:30:29.874210,33.0,4.07,1.23
2020-09-16 18:00:44.782164,178.0,3.13,0.78
2020-09-16 18:30:32.046767,35.0,5.39,0.89
2020-09-16 19:30:30.719051,30.0,5.74,0.91
2020-09-16 20:00:38.162420,46.0,5.42,0.78
2020-09-16 20:30:27.870588,23.0,7.12,1.1
2020-09-16 21:00:27.325677,27.0,7.29,1.14
2020-09-16 21:38:16.217047,26.0,7.13,1.05
2020-09-16 22:00:36.305928,138.0,4.18,0.92
2020-09-16 22:30:39.276494,38.0,3.52,0.89
2020-09-17 07:48:50.980647,51.0,4.12,1.02
2020-09-17 08:00:37.683783,55.0,7.16,1.05
2020-09-17 09:01:10.761745,32.0,6.83,1.07
2020-09-17 09:30:27.595945,26.0,6.93,1.09
2020-09-17 10:00:41.276800,28.0,6.89,1.08
2020-09-17 10:30:28.151427,32.0,7.17,1.08
2020-09-17 11:00:29.132767,24.0,6.79,1.22
2020-09-17 11:30:27.114387,29.0,7.15,1.18
2020-09-17 12:00:31.853594,60.0,7.17,1.05
2020-09-17 12:30:26.584658,33.0,7.11,1.19
2020-09-17 13:00:30.502615,30.0,7.04,1.15
2020-09-17 13:30:27.287590,26.0,6.85,1.07
2020-09-17 14:00:33.753908,44.0,7.25,1.13
2020-09-17 14:30:34.951364,27.0,7.28,1.11
2020-09-17 15:00:35.539870,25.0,2.2,1.1
2020-09-17 15:30:30.961355,32.0,7.19,1.14
2020-09-17 16:00:33.279383,26.0,7.15,1.03
2020-09-17 16:30:33.530557,27.0,7.3,1.22
2020-09-17 17:00:33.986659,44.0,7.22,1.04
2020-09-17 17:30:26.352299,33.0,7.26,1.13
2020-09-17 18:00:36.434906,33.0,7.27,1.06
2020-09-17 18:30:28.074564,25.0,7.29,1.03
2020-09-17 19:00:36.700720,64.0,7.29,1.06
2020-09-17 19:30:30.708809,30.0,7.32,1.28
2020-09-18 08:30:26.435832,38.0,6.9,1.21
2020-09-18 09:00:28.124757,28.0,7.23,1.15
2020-09-18 09:30:26.997201,37.0,7.05,1.2
2020-09-18 10:00:31.855917,58.0,7.19,1.17
2020-09-18 10:30:26.888646,53.0,6.21,1.19
2020-09-18 11:00:35.072587,49.0,4.95,1.18
2020-09-18 11:30:30.491336,88.0,7.22,1.09
2020-09-18 12:00:31.647363,43.0,7.32,1.04
2020-09-18 12:30:29.312538,34.0,7.19,1.03
2020-09-18 13:00:31.895444,28.0,7.19,1.16
2020-09-18 13:30:27.007632,50.0,7.1,1.13
2020-09-18 14:00:28.775293,66.0,7.03,1.22
2020-09-18 14:30:27.412461,68.0,7.04,1.12
2020-09-18 15:00:34.055493,84.0,6.87,1.09
2020-09-18 15:30:27.773793,29.0,7.3,1.0
2020-09-18 16:00:31.481122,34.0,7.19,1.13
2020-09-18 16:30:25.952263,30.0,7.05,1.2
2020-09-18 17:00:32.456549,34.0,6.92,1.05
2020-09-18 17:30:26.008915,30.0,7.27,1.16
2020-09-18 18:00:30.324032,31.0,7.08,1.2
2020-09-18 18:30:28.328422,67.0,7.15,1.08
2020-09-18 19:00:28.484884,53.0,6.98,1.22
2020-09-18 19:30:29.331439,63.0,6.96,1.2
2020-09-18 20:00:30.741723,71.0,7.15,1.16
2020-09-18 20:30:29.573082,41.0,7.3,1.19
2020-09-18 21:00:33.261214,42.0,7.17,1.21
2020-09-18 21:30:25.098167,24.0,6.92,1.18
2020-09-18 22:00:30.453257,64.0,5.93,0.93
2020-09-18 22:30:30.714017,30.0,5.1,1.04
2020-09-18 23:00:29.774062,33.0,4.93,0.88
2020-09-19 22:00:33.503388,31.0,4.58,0.94
2020-09-19 22:30:30.129640,69.0,7.1,0.93
2020-09-19 23:01:00.753986,190.0,2.73,0.88
2020-09-19 23:31:10.090421,24.0,6.88,1.05
2020-09-20 00:00:33.455551,38.0,6.0,1.07
2020-09-20 09:30:26.734090,33.0,6.82,1.2
2020-09-20 10:00:30.042905,25.0,7.0,1.1
2020-09-20 10:30:25.684163,30.0,7.29,1.16
2020-09-20 11:00:28.185064,26.0,7.11,1.04
2020-09-20 11:30:53.428594,199.0,3.52,0.82
2020-09-20 12:00:26.731296,25.0,7.27,1.08
2020-09-20 12:30:33.205968,78.0,6.88,1.06
2020-09-20 13:00:30.702070,27.0,7.12,1.07
2020-09-20 13:30:27.570346,35.0,6.62,1.05
2020-09-20 14:00:34.793227,27.0,7.19,1.18
2020-09-20 14:30:28.299589,24.0,6.87,1.01
2020-09-20 15:00:29.448020,27.0,7.03,1.02
2020-09-20 15:30:27.463965,24.0,7.11,1.02
2020-09-20 16:00:29.855950,26.0,7.02,1.09
2020-09-20 16:30:27.148514,52.0,7.2,1.12
2020-09-20 17:00:27.543764,26.0,7.08,1.12
2020-09-20 17:30:26.001660,26.0,7.15,1.23
2020-09-20 18:00:36.645515,24.0,7.15,1.03
2020-09-20 18:30:25.983828,25.0,7.17,1.15
2020-09-20 19:00:26.902494,30.0,7.22,1.11
2020-09-20 19:30:26.622310,27.0,6.9,1.15
2020-09-20 20:00:30.771146,24.0,7.26,1.13
2020-09-20 20:30:31.028557,24.0,7.35,1.01
2020-09-20 21:00:30.131544,27.0,7.05,1.01
2020-09-20 21:30:26.114219,26.0,7.26,1.11
2020-09-20 22:00:36.825387,24.0,7.28,1.0
2020-09-20 22:30:34.013900,27.0,6.99,1.16
2020-09-20 23:00:36.273567,75.0,6.56,1.11
2020-09-20 23:30:33.022081,32.0,7.08,0.97
2020-09-21 00:00:44.140106,24.0,7.28,1.14
2020-09-21 00:30:35.553538,31.0,7.19,1.04
2020-09-21 01:00:42.387686,67.0,6.27,1.08
2020-09-21 01:30:26.310410,24.0,7.34,1.12
2020-09-21 02:00:27.012741,24.0,6.78,1.03
2020-09-21 02:30:32.911566,28.0,7.3,1.15
2020-09-21 03:00:28.349240,28.0,7.27,1.01
2020-09-21 03:30:26.059715,29.0,7.13,1.13
2020-09-21 04:00:32.142201,35.0,7.14,1.21
2020-09-21 04:30:26.387132,23.0,7.01,1.22
2020-09-21 05:00:26.839019,23.0,6.98,1.16
2020-09-21 05:30:25.851153,24.0,7.27,1.14
2020-09-21 06:00:32.241879,23.0,7.16,1.13
2020-09-21 06:30:25.176278,23.0,6.79,1.2
2020-09-21 07:00:34.782587,40.0,6.91,1.09
2020-09-21 07:30:25.496062,22.0,7.22,1.19
2020-09-21 08:00:26.084177,22.0,7.3,1.13
2020-09-21 08:30:31.752994,22.0,7.33,1.23
2020-09-21 09:00:27.044082,22.0,7.24,0.96
2020-09-21 09:30:26.382871,24.0,7.22,0.99
2020-09-21 10:00:33.595839,24.0,6.98,1.01
2020-09-21 10:30:36.765704,90.0,7.2,0.8
2020-09-21 11:00:27.597139,48.0,7.32,1.06
2020-09-21 11:30:27.277113,24.0,7.17,1.05
2020-09-21 12:00:26.450572,25.0,6.3,1.16
2020-09-21 12:30:27.679303,23.0,6.54,1.03
2020-09-21 13:00:27.398278,25.0,6.97,1.03
2020-09-21 13:30:27.938796,24.0,7.33,0.98
2020-09-21 14:00:25.197172,23.0,7.34,1.21
2020-09-21 14:30:26.526472,23.0,7.29,1.11
2020-09-21 15:00:27.476658,24.0,7.13,1.03
2020-09-21 15:30:25.782155,24.0,7.17,1.18
2020-09-21 16:00:28.824730,27.0,7.34,0.93
2020-09-21 16:30:27.381347,23.0,7.23,1.04
2020-09-21 17:00:25.966377,23.0,7.24,1.16
2020-09-21 17:30:26.020367,24.0,7.34,1.13
2020-09-21 18:00:36.700607,24.0,7.33,0.98
2020-09-21 18:30:27.386774,23.0,7.15,1.02
2020-09-21 19:00:26.343061,26.0,7.28,1.12
2020-09-21 19:30:27.588728,23.0,7.33,0.99
2020-09-21 20:00:27.046230,25.0,6.96,1.05
2020-09-21 20:30:26.106227,24.0,7.27,1.1
2020-09-21 21:00:25.970357,27.0,7.0,1.17
2020-09-21 21:30:27.672806,28.0,5.68,1.0
2020-09-21 22:00:36.068607,46.0,7.08,1.0
2020-09-21 22:30:30.554380,24.0,7.29,1.14
2020-09-21 23:00:27.205757,24.0,4.97,0.94
2020-09-21 23:30:32.177373,23.0,7.12,1.18
2020-09-22 00:00:26.728427,24.0,6.85,1.15
2020-09-22 00:30:37.627203,24.0,7.05,1.0
2020-09-22 01:00:32.972321,25.0,7.25,1.14
2020-09-22 01:30:35.619696,39.0,4.94,0.94
2020-09-22 02:00:36.847865,25.0,7.13,1.08
2020-09-22 02:30:25.803242,23.0,6.84,1.16
2020-09-22 03:00:37.852560,25.0,7.16,1.12
2020-09-22 03:30:26.106454,25.0,6.34,1.14
2020-09-22 04:00:31.963330,42.0,7.0,1.01
2020-09-22 04:30:26.834796,26.0,7.28,1.1
2020-09-22 05:00:29.150293,24.0,7.22,1.14
2020-09-22 05:30:26.426433,24.0,7.35,1.11
2020-09-22 06:00:34.235647,33.0,6.96,1.27
2020-09-22 06:30:34.611003,24.0,6.7,1.02
2020-09-22 07:00:26.380340,25.0,7.25,1.06
2020-09-22 07:30:34.313007,25.0,6.97,1.02
2020-09-22 08:00:34.070303,24.0,7.29,1.12
2020-09-22 08:30:32.616283,24.0,7.2,1.1
2020-09-23 10:00:53.048260,72.0,5.37,0.89
2020-09-23 10:30:26.257795,25.0,7.39,1.18
2020-09-23 11:00:27.343309,25.0,7.09,1.02
2020-09-23 11:30:57.519891,189.0,4.16,0.84
2020-09-23 12:01:09.958813,32.0,6.4,0.94
2020-09-23 12:30:43.825233,77.0,5.33,0.99
2020-09-23 13:00:28.531975,29.0,4.77,0.94
