Date,Ping (ms),Download (Mbps),Upload (Mbps)
2020-06-20 18:30:28.679741,44.0,3.38,0.99
2020-06-20 19:00:29.490639,47.0,4.33,1.0
2020-06-20 19:30:28.269643,49.0,6.07,1.08
2020-06-20 20:00:30.755477,60.0,6.17,1.19
2020-06-20 20:30:28.247880,42.0,5.87,1.13
2020-06-20 21:00:35.905901,49.0,6.24,1.18
2020-06-20 21:30:27.415321,61.0,5.88,1.23
2020-06-20 22:00:37.223905,45.0,6.16,1.13
2020-06-20 22:30:36.247514,223.0,3.7,0.74
2020-06-20 23:00:35.276272,85.0,3.77,0.81
2020-06-20 23:30:28.042416,49.0,6.17,1.13
2020-06-21 00:00:27.913310,47.0,5.69,1.15
2020-06-21 00:30:28.309953,49.0,6.05,1.07
2020-06-21 01:00:28.253300,49.0,6.13,1.13
2020-06-21 01:30:27.124920,42.0,6.13,1.18
2020-06-21 02:00:31.056131,115.0,6.07,1.1
2020-06-21 02:30:28.513945,40.0,6.14,1.08
2020-06-21 03:00:28.106532,45.0,6.15,1.26
2020-06-21 03:30:29.289064,42.0,6.18,1.01
2020-06-21 04:00:28.773998,48.0,6.08,1.14
2020-06-21 04:30:29.748484,49.0,6.1,1.06
2020-06-21 05:00:30.964637,49.0,6.11,1.05
2020-06-21 05:30:26.754067,40.0,6.06,1.25
2020-06-21 06:00:30.914552,60.0,5.36,1.19
2020-06-21 06:30:26.989865,49.0,6.13,1.21
2020-06-21 07:00:29.200684,45.0,6.03,1.06
2020-06-21 07:30:28.919316,49.0,6.17,1.12
2020-06-21 08:00:30.071474,60.0,6.08,1.13
2020-06-21 08:30:29.537371,44.0,5.79,0.89
2020-06-21 09:00:29.124840,60.0,4.93,1.13
2020-06-21 09:30:28.444117,49.0,5.92,1.09
2020-06-21 10:00:29.795616,45.0,6.07,0.99
2020-06-21 10:30:27.863017,48.0,6.07,1.16
2020-06-21 11:00:37.737451,56.0,5.21,0.75
2020-06-21 11:30:28.540275,48.0,6.05,1.06
2020-06-21 12:00:37.120566,60.0,6.14,1.03
2020-06-21 12:30:30.107172,80.0,5.38,1.02
2020-06-21 13:00:38.838644,58.0,5.46,1.22
2020-06-21 13:30:33.414353,43.0,4.79,1.23
2020-06-21 14:00:34.103172,50.0,5.15,1.08
2020-06-21 14:30:36.614264,42.0,5.75,0.9
2020-06-21 15:00:37.018176,59.0,4.72,1.04
2020-06-21 15:30:26.486461,57.0,6.05,1.2
2020-06-21 16:00:28.195051,45.0,6.12,1.02
2020-06-21 16:30:28.360794,40.0,6.21,1.02
2020-06-21 17:00:27.893005,44.0,6.05,1.16
2020-06-21 17:30:26.972947,44.0,6.18,1.13
2020-06-21 18:00:36.353655,80.0,5.78,0.97
2020-06-21 18:30:28.072796,46.0,5.68,1.09
2020-06-21 19:00:29.236611,44.0,5.88,1.03
2020-06-21 19:30:28.931480,29.0,6.04,0.99
2020-06-21 20:00:36.144985,48.0,6.09,1.12
2020-06-21 20:30:32.968841,45.0,5.74,1.1
2020-06-21 21:00:35.417330,54.0,6.25,1.1
2020-06-21 21:30:49.728330,41.0,5.87,1.08
2020-06-21 22:00:50.760592,59.0,5.39,1.08
2020-06-21 22:30:48.462222,58.0,4.76,1.02
2020-06-21 23:00:48.047444,42.0,6.13,0.92
2020-06-21 23:30:35.116778,40.0,6.04,1.12
2020-06-22 00:00:58.889508,44.0,2.64,0.9
2020-06-22 00:30:35.673380,41.0,6.13,1.03
2020-06-22 01:00:34.583930,48.0,6.07,1.2
2020-06-22 01:30:47.105822,42.0,6.14,1.24
2020-06-22 02:00:34.639986,45.0,6.19,1.1
2020-06-22 02:30:35.420696,60.0,6.05,1.12
2020-06-22 03:00:36.117699,48.0,6.21,1.03
2020-06-22 03:30:35.665726,39.0,6.18,1.07
2020-06-22 04:00:43.306838,39.0,6.15,1.06
2020-06-22 04:30:36.374128,40.0,6.07,1.12
2020-06-22 05:00:37.639669,39.0,6.16,0.98
2020-06-22 05:30:34.628939,44.0,6.15,1.14
2020-06-22 06:00:36.353727,39.0,6.14,1.17
2020-06-22 06:30:34.845718,43.0,6.22,1.12
2020-06-22 07:00:35.297141,46.0,5.43,1.1
2020-06-22 07:30:34.140655,40.0,6.11,1.29
2020-06-22 08:00:34.851671,45.0,6.03,1.14
2020-06-22 08:30:46.958068,40.0,6.15,1.13
2020-06-22 09:00:45.806105,44.0,6.2,1.16
2020-06-22 09:30:47.761956,39.0,5.86,1.15
2020-06-22 10:00:30.841306,45.0,6.1,1.08
2020-06-22 10:30:50.170130,40.0,3.64,0.92
2020-06-22 11:00:36.052615,40.0,4.92,0.96
2020-06-22 11:32:07.735315,57.0,3.8,1.02
2020-06-22 12:00:59.656945,40.0,3.4,0.99
2020-06-22 12:30:49.692897,40.0,6.13,1.06
2020-06-22 13:00:48.203607,40.0,6.02,1.17
2020-06-22 13:30:36.844613,40.0,6.07,0.96
2020-06-22 14:00:51.638772,40.0,6.09,0.96
2020-06-22 14:30:37.795079,44.0,6.17,0.94
2020-06-22 15:00:49.521263,40.0,6.13,0.97
2020-06-22 15:30:34.596777,44.0,6.17,1.13
2020-06-22 16:00:36.565430,50.0,6.14,1.01
2020-06-22 16:30:35.265850,42.0,6.16,1.06
2020-06-22 17:00:34.859058,40.0,6.13,1.17
2020-06-22 17:30:49.328752,42.0,6.19,1.04
2020-06-22 18:00:39.755694,40.0,6.16,1.07
2020-06-22 18:30:34.993961,44.0,6.2,1.17
2020-06-22 19:00:39.090173,45.0,6.16,1.04
2020-06-22 19:30:35.237068,41.0,6.14,1.07
2020-06-22 20:00:35.249748,40.0,6.14,1.19
2020-06-22 20:30:41.903466,40.0,6.05,1.08
2020-06-22 21:00:37.882660,40.0,6.0,1.17
2020-06-22 21:30:49.733220,39.0,6.1,1.08
2020-06-22 22:00:45.755702,71.0,5.21,0.98
2020-06-22 22:30:48.372077,43.0,6.05,1.03
2020-06-22 23:00:44.134464,41.0,6.13,1.05
2020-06-22 23:30:34.252864,40.0,6.1,1.18
2020-06-23 00:01:00.357810,39.0,5.97,1.08
2020-06-23 00:30:35.799812,40.0,6.17,1.08
2020-06-23 01:00:36.291627,41.0,6.19,1.1
2020-06-23 01:30:34.804554,40.0,6.16,1.21
2020-06-23 02:00:57.893779,42.0,6.15,0.9
2020-06-23 02:30:53.663607,72.0,5.72,0.94
2020-06-23 03:00:35.077992,49.0,6.05,1.12
2020-06-23 03:30:47.028843,40.0,6.05,1.22
2020-06-23 04:01:22.412314,48.0,6.05,1.26
2020-06-23 04:30:44.840720,41.0,6.05,0.95
2020-06-23 05:00:35.128689,42.0,6.16,1.15
2020-06-23 05:30:33.934596,44.0,6.03,1.05
2020-06-23 06:00:32.735203,48.0,5.79,0.97
2020-06-23 06:30:28.079197,40.0,5.92,1.04
2020-06-23 07:00:28.280994,48.0,6.15,1.1
2020-06-23 07:30:28.360202,40.0,5.91,0.83
2020-06-23 08:00:28.610425,46.0,6.02,1.14
2020-06-23 08:30:27.612886,44.0,6.17,1.19
2020-06-23 09:00:29.429757,45.0,6.11,1.05
2020-06-23 09:30:28.998018,47.0,6.09,1.13
2020-06-23 10:00:29.835982,45.0,5.81,1.09
2020-06-23 10:30:28.361138,46.0,5.66,1.05
2020-06-23 11:00:34.780094,132.0,3.17,1.09
2020-06-23 11:30:31.681336,52.0,4.08,0.91
2020-06-23 12:00:34.138724,63.0,4.01,1.01
2020-06-23 12:30:27.310938,46.0,6.08,1.16
2020-06-23 13:00:32.371109,49.0,6.1,1.16
2020-06-23 13:30:27.926632,55.0,6.14,1.03
2020-06-23 14:00:48.850112,44.0,6.16,0.94
2020-06-23 14:30:29.106501,39.0,6.15,1.05
2020-06-23 15:00:31.169802,52.0,6.14,0.95
2020-06-23 15:30:26.962943,44.0,6.15,1.18
2020-06-23 16:00:29.335243,45.0,6.17,0.99
2020-06-23 16:30:26.316163,44.0,6.18,1.22
2020-06-23 17:00:28.244601,44.0,6.14,1.08
2020-06-23 17:30:26.827918,40.0,6.15,1.15
2020-06-23 18:00:30.067012,54.0,6.18,1.06
2020-06-23 18:30:28.035527,42.0,6.09,1.2
2020-06-23 19:00:30.965294,44.0,6.11,1.03
2020-06-23 19:30:28.437453,44.0,6.11,1.03
2020-06-23 20:00:48.261983,48.0,6.08,1.07
2020-06-23 20:30:44.497278,44.0,6.16,1.12
2020-06-23 21:00:51.419811,44.0,4.33,1.09
2020-06-23 21:30:57.206176,117.0,2.91,0.93
2020-06-23 22:00:49.280044,49.0,4.48,0.97
2020-06-23 22:30:55.759075,45.0,2.75,0.85
2020-06-23 23:00:40.000959,49.0,5.85,1.05
2020-06-23 23:30:28.164355,40.0,5.97,1.12
2020-06-24 00:00:28.683499,49.0,6.15,1.05
2020-06-24 00:30:39.786387,42.0,6.18,1.06
2020-06-24 01:00:36.129860,48.0,6.14,0.97
2020-06-24 01:30:37.656059,45.0,6.15,1.14
2020-06-24 02:00:46.666070,48.0,6.08,1.1
2020-06-24 02:30:34.245278,44.0,6.02,1.17
2020-06-24 03:00:33.928884,40.0,6.01,1.2
2020-06-24 03:30:48.578288,39.0,6.01,1.2
2020-06-24 04:00:48.304615,40.0,5.73,1.17
2020-06-24 04:30:35.094390,43.0,6.07,1.13
2020-06-24 05:00:35.426823,40.0,6.16,1.09
2020-06-24 05:30:37.169689,41.0,6.17,0.98
2020-06-24 06:00:35.295151,44.0,6.01,1.23
2020-06-24 06:30:35.178240,43.0,6.15,1.1
2020-06-24 07:00:35.272849,40.0,6.12,1.17
2020-06-24 07:30:37.175394,40.0,6.17,1.04
2020-06-24 08:00:36.526325,40.0,6.14,1.01
2020-06-24 08:30:35.336977,40.0,6.16,1.09
2020-06-24 09:00:35.378447,40.0,5.69,1.07
2020-06-24 09:30:45.804427,40.0,5.94,1.1
2020-06-24 10:00:47.281760,73.0,6.01,1.09
2020-06-24 10:30:45.730570,45.0,5.99,0.98
2020-06-24 11:00:35.537553,46.0,6.17,1.0
2020-06-24 11:30:40.775836,44.0,6.08,1.05
2020-06-24 12:00:46.655813,44.0,6.16,1.1
2020-06-24 12:30:35.425074,44.0,6.12,1.04
2020-06-24 13:00:41.829964,40.0,6.14,1.09
2020-06-24 13:30:47.181754,40.0,6.17,1.06
2020-06-24 14:00:46.172139,47.0,6.15,0.99
2020-06-24 14:30:45.186798,42.0,6.18,1.06
2020-06-24 15:00:37.196913,44.0,6.19,1.07
2020-06-24 15:30:52.315348,57.0,5.77,0.92
2020-06-24 16:00:35.206473,44.0,5.67,0.97
2020-06-24 16:30:47.338417,41.0,6.1,1.18
2020-06-24 17:00:34.530475,40.0,6.07,1.03
2020-06-24 17:30:28.501525,44.0,6.1,1.09
2020-06-24 18:00:31.434977,54.0,2.55,0.92
2020-06-24 18:30:32.113843,72.0,4.2,0.96
2020-06-24 19:00:35.814205,64.0,3.54,0.77
2020-06-24 19:30:45.507287,39.0,6.16,1.05
2020-06-24 20:00:35.872809,40.0,6.15,1.05
2020-06-24 20:30:35.044084,46.0,6.2,1.09
2020-06-24 21:00:53.807282,65.0,2.8,1.11
2020-06-24 21:30:49.132064,44.0,4.24,0.85
2020-06-24 22:00:38.205647,44.0,4.34,0.83
2020-06-24 22:30:44.394798,42.0,6.16,1.13
2020-06-24 23:00:34.658421,44.0,6.1,1.19
2020-06-24 23:30:48.614415,40.0,6.21,1.03
2020-06-25 00:00:52.229633,44.0,6.13,0.96
2020-06-25 00:30:34.686710,41.0,6.18,1.19
2020-06-25 01:00:45.592763,40.0,6.13,1.11
2020-06-25 01:30:27.257322,44.0,6.21,1.13
2020-06-25 02:00:35.997161,54.0,6.16,1.08
2020-06-25 02:30:34.605367,44.0,6.12,1.13
2020-06-25 03:00:35.109095,41.0,6.15,1.12
2020-06-25 03:31:35.872375,23.0,6.09,0.99
2020-06-25 04:00:38.706612,40.0,6.01,1.11
2020-06-25 04:30:27.583553,40.0,6.24,1.16
2020-06-25 05:00:34.294127,42.0,6.13,1.13
2020-06-25 05:30:33.901158,39.0,6.12,1.12
2020-06-25 06:00:44.383787,88.0,5.72,0.96
2020-06-25 06:30:51.092525,39.0,6.2,1.04
2020-06-25 07:00:52.598747,40.0,6.06,1.02
2020-06-25 07:30:37.551353,42.0,5.93,1.16
2020-06-25 08:00:36.949413,42.0,5.78,1.25
2020-06-25 08:30:38.493836,41.0,5.99,1.02
2020-06-25 09:00:39.006407,55.0,6.01,1.01
2020-06-25 09:30:52.614441,38.0,6.16,1.0
2020-06-25 10:00:35.946450,56.0,5.72,1.21
2020-06-25 10:30:51.026888,75.0,5.77,1.05
2020-06-25 11:00:37.885797,39.0,5.15,1.1
2020-06-25 11:30:45.256238,40.0,6.09,1.16
2020-06-25 12:00:35.345133,42.0,2.54,0.91
2020-06-25 12:30:46.146953,40.0,3.28,1.03
2020-06-25 13:00:42.495280,40.0,4.82,0.93
2020-06-25 13:30:34.785510,39.0,5.86,1.15
2020-06-25 14:00:34.494878,38.0,5.81,1.14
2020-06-25 14:30:36.791154,39.0,5.75,1.02
2020-06-25 15:00:41.003727,40.0,5.81,1.05
2020-06-25 15:30:34.357113,39.0,5.79,1.15
2020-06-25 16:00:28.758790,45.0,6.12,1.14
2020-06-25 16:30:36.610513,40.0,6.21,1.2
2020-06-25 17:00:36.263167,65.0,5.79,1.09
2020-06-25 17:30:34.512851,40.0,6.15,1.1
2020-06-25 18:00:39.474601,40.0,6.15,1.06
2020-06-25 18:30:37.696522,45.0,6.1,1.07
2020-06-25 19:00:36.017364,44.0,6.16,1.08
2020-06-25 19:30:52.844088,97.0,3.94,0.95
2020-06-25 20:00:47.133539,43.0,4.13,0.95
2020-06-25 20:30:46.284021,40.0,6.12,1.02
2020-06-25 21:00:50.527670,39.0,3.46,0.96
2020-06-25 21:30:34.321341,70.0,4.86,0.98
2020-06-25 22:00:43.821997,42.0,3.6,0.89
2020-06-25 22:30:39.367525,44.0,6.14,1.11
2020-06-25 23:00:49.130654,40.0,6.11,1.17
2020-06-25 23:30:38.675115,44.0,6.16,1.14
2020-06-26 00:00:54.142202,40.0,6.2,1.1
2020-06-26 00:30:30.968762,39.0,6.15,1.15
2020-06-26 01:00:39.680387,49.0,6.16,1.09
2020-06-26 01:30:33.944937,39.0,6.15,1.16
2020-06-26 02:00:34.633989,40.0,6.17,1.18
2020-06-26 02:30:35.909717,42.0,6.1,1.05
2020-06-26 03:00:33.936506,40.0,6.15,1.18
2020-06-26 03:30:35.725300,41.0,6.2,1.02
2020-06-26 04:00:35.219659,42.0,6.14,1.12
2020-06-26 04:30:39.332202,44.0,6.12,1.08
2020-06-26 05:00:35.125102,40.0,6.07,1.12
2020-06-26 05:30:35.966191,40.0,6.17,1.03
2020-06-26 06:00:37.427136,59.0,5.56,1.06
2020-06-26 06:30:36.200202,44.0,5.83,0.97
2020-06-26 07:00:38.804250,40.0,6.07,1.11
2020-06-26 07:30:42.254664,120.0,3.33,0.85
2020-06-26 08:00:38.986944,59.0,5.03,1.02
2020-06-26 08:30:35.370146,44.0,6.18,1.1
2020-06-26 09:00:37.909039,42.0,6.19,1.11
2020-06-26 09:30:37.804793,45.0,6.05,1.23
2020-06-26 10:00:31.173491,63.0,6.15,0.99
2020-06-26 10:30:42.653196,89.0,5.83,0.97
2020-06-26 11:00:35.918722,40.0,6.15,1.08
2020-06-26 11:30:38.600052,32.0,6.11,1.03
2020-06-26 12:00:35.175211,49.0,6.1,1.11
2020-06-26 12:30:36.486745,39.0,6.09,0.96
2020-06-26 13:00:39.340698,44.0,6.16,1.02
2020-06-26 13:30:36.407086,41.0,6.13,1.0
2020-06-26 14:00:35.987133,23.0,6.11,1.06
2020-06-26 14:30:35.625060,40.0,5.99,1.11
2020-06-26 15:00:39.146051,40.0,5.96,1.15
2020-06-26 15:30:33.280456,39.0,6.11,1.24
2020-06-26 16:00:34.992783,40.0,6.13,1.1
2020-06-26 16:30:37.913157,40.0,6.15,1.07
2020-06-26 17:00:34.595302,43.0,6.06,1.22
2020-06-26 17:30:34.133055,41.0,6.2,1.14
2020-06-26 18:00:34.857278,41.0,6.17,1.09
2020-06-26 18:30:34.766082,40.0,6.21,1.13
2020-06-26 19:00:40.564146,40.0,6.07,1.01
2020-06-26 19:30:34.089669,48.0,6.1,1.13
2020-06-26 20:00:40.761526,43.0,5.23,1.01
2020-06-26 20:30:27.479202,43.0,6.14,1.11
2020-06-26 21:00:42.711263,57.0,4.68,0.91
2020-06-26 21:30:47.856204,184.0,3.72,0.73
2020-06-26 22:00:36.566908,99.0,3.54,0.94
2020-06-26 22:30:27.878598,48.0,6.03,1.12
2020-06-26 23:00:32.336451,40.0,6.14,1.16
2020-06-26 23:30:27.979875,44.0,6.18,1.07
2020-06-27 00:00:45.638921,61.0,5.45,0.99
2020-06-27 00:30:33.742376,41.0,6.11,1.16
2020-06-27 01:00:34.148421,44.0,6.02,1.03
2020-06-27 01:30:34.577588,44.0,6.1,1.09
2020-06-27 02:00:40.738425,39.0,6.15,1.02
2020-06-27 02:30:27.982889,48.0,6.24,1.18
2020-06-27 03:00:28.447023,41.0,6.17,1.16
2020-06-27 03:30:28.188730,44.0,6.14,1.1
2020-06-27 04:00:34.593372,61.0,6.15,1.03
2020-06-27 04:30:27.554085,40.0,6.07,1.18
2020-06-27 05:00:32.536295,53.0,6.11,1.17
2020-06-27 05:30:37.551938,40.0,6.07,0.96
2020-06-27 06:00:29.531583,80.0,5.67,1.18
2020-06-27 06:30:27.829003,39.0,5.66,1.06
2020-06-27 07:00:28.704686,77.0,5.82,1.13
2020-06-27 07:30:28.365664,53.0,4.14,1.04
2020-06-27 17:30:59.699352,74.0,3.43,0.88
2020-06-27 18:01:04.216846,42.0,4.86,1.06
2020-06-27 18:30:53.427876,76.0,3.89,1.16
2020-06-27 19:01:08.154287,44.0,5.67,1.05
2020-06-27 19:30:58.233353,77.0,3.71,1.05
2020-06-27 20:00:42.450995,39.0,6.07,0.97
2020-06-27 20:30:28.271300,82.0,3.94,1.08
2020-06-27 21:00:28.259869,40.0,3.5,1.05
2020-06-27 21:30:28.631072,42.0,4.27,0.98
2020-06-27 22:00:47.495841,43.0,3.81,1.1
2020-06-27 22:30:31.281859,47.0,3.76,0.84
2020-06-27 23:00:34.744048,40.0,4.2,0.95
2020-06-28 09:01:16.244075,46.0,4.34,1.0
2020-06-28 09:30:51.120957,40.0,6.1,0.83
2020-06-28 10:00:45.544476,40.0,6.15,1.08
2020-06-28 10:30:33.942650,40.0,5.98,1.1
2020-06-28 11:00:46.202873,41.0,5.99,1.12
2020-06-28 11:30:35.826085,40.0,6.13,0.89
2020-06-28 12:00:46.219738,40.0,4.8,0.9
2020-06-28 15:30:51.767838,40.0,4.43,0.77
2020-06-28 16:00:33.615175,40.0,4.46,1.05
2020-06-28 16:30:34.913502,85.0,4.1,0.98
2020-06-28 17:00:36.338140,45.0,3.79,0.98
2020-06-28 17:30:39.136590,120.0,3.91,0.93
2020-06-28 18:01:21.233056,100.0,3.27,0.65
2020-06-28 18:30:36.405359,96.0,4.18,0.93
2020-06-28 19:00:35.493138,53.0,5.96,1.06
2020-06-28 19:31:27.823542,80.0,3.37,0.85
2020-06-28 20:00:35.499641,62.0,4.24,0.99
2020-06-28 20:30:34.409017,79.0,3.84,0.88
2020-06-28 21:00:35.422216,80.0,3.64,1.01
2020-06-28 21:30:39.702678,52.0,3.41,0.97
2020-06-28 22:00:43.865878,134.0,4.13,1.0
2020-06-28 22:30:36.965123,112.0,3.72,0.89
2020-06-28 23:02:59.095900,42.0,5.67,1.12
2020-06-28 23:30:37.792966,39.0,6.04,1.01
2020-06-29 00:00:55.422621,40.0,6.09,1.09
2020-06-29 00:30:30.264764,40.0,5.97,1.09
2020-06-29 01:00:32.889229,54.0,6.15,1.08
2020-06-29 01:30:28.791185,40.0,6.01,1.18
2020-06-29 02:00:32.543175,40.0,6.18,1.1
2020-06-29 02:30:30.898556,40.0,6.03,1.06
2020-06-29 03:00:35.421387,64.0,5.87,1.01
2020-06-29 03:30:28.508864,49.0,6.13,1.16
2020-06-29 04:00:32.130686,40.0,6.16,1.2
2020-06-29 04:30:29.848929,44.0,6.14,1.17
2020-06-29 05:00:36.634430,61.0,6.2,1.0
2020-06-29 05:30:31.119878,40.0,6.15,1.04
2020-06-29 06:00:34.791984,60.0,6.05,1.13
2020-06-29 06:30:37.079622,40.0,6.02,1.0
2020-06-29 07:00:35.796545,39.0,6.13,1.11
2020-06-29 07:30:35.970546,40.0,6.19,1.08
2020-06-29 08:00:35.851584,56.0,6.03,1.17
2020-06-29 08:30:38.787442,40.0,6.11,1.11
2020-06-29 09:00:32.062930,42.0,5.84,1.0
2020-06-29 09:30:30.284458,44.0,6.11,1.06
2020-06-29 10:00:32.565731,47.0,6.0,1.15
2020-06-29 10:30:34.247336,44.0,6.14,1.02
2020-06-29 11:00:34.573960,58.0,6.02,1.18
2020-06-29 11:30:29.545681,40.0,6.23,1.12
2020-06-29 12:00:29.003704,40.0,6.18,1.18
2020-06-29 12:30:34.054112,45.0,6.14,1.08
2020-06-29 13:00:31.933105,40.0,6.01,1.19
2020-06-29 13:30:32.285231,39.0,6.22,1.13
2020-06-29 14:00:33.461036,62.0,6.02,1.16
2020-06-29 14:30:34.095066,44.0,6.16,1.01
2020-06-29 15:00:38.042689,44.0,5.98,1.04
2020-06-29 15:30:35.451558,40.0,6.07,1.19
2020-06-29 16:00:35.133018,45.0,6.16,1.26
2020-06-29 16:30:35.628212,55.0,6.15,1.19
2020-06-29 17:00:35.862265,40.0,6.19,1.15
2020-06-29 17:30:38.560902,39.0,6.03,0.99
2020-06-29 18:00:35.665742,40.0,6.25,1.05
2020-06-29 18:30:32.599466,50.0,6.15,1.18
2020-06-29 19:00:35.783975,61.0,6.03,1.09
2020-06-29 19:30:35.295242,40.0,6.11,1.07
2020-06-29 20:00:38.960560,44.0,6.07,1.19
2020-06-29 20:30:29.051757,42.0,6.17,1.19
2020-06-29 21:00:37.275864,40.0,4.08,1.08
2020-06-29 21:34:11.594221,44.0,3.64,1.0
2020-06-29 22:00:35.199411,51.0,3.48,1.07
2020-06-29 22:30:35.391683,43.0,6.17,1.07
2020-06-29 23:00:33.829523,59.0,6.14,1.13
2020-06-29 23:30:29.780224,40.0,6.08,1.02
2020-06-30 00:00:35.090989,58.0,5.84,1.16
2020-06-30 00:30:27.555828,47.0,6.07,1.14
2020-06-30 01:00:28.485479,43.0,5.96,1.09
2020-06-30 01:30:33.817658,40.0,6.12,1.2
2020-06-30 02:00:36.120930,46.0,6.15,0.94
2020-06-30 02:30:38.810204,40.0,6.19,1.15
2020-06-30 03:00:32.759057,40.0,6.11,1.16
2020-06-30 03:30:35.916321,47.0,6.16,1.18
2020-06-30 04:00:37.534593,44.0,6.09,1.03
2020-06-30 04:30:35.979139,40.0,6.16,1.16
2020-06-30 05:01:01.332616,40.0,6.07,1.14
2020-06-30 05:30:39.860886,40.0,6.16,1.05
2020-06-30 06:00:32.368709,60.0,6.09,0.99
2020-06-30 06:30:33.834671,40.0,5.93,1.01
2020-06-30 07:00:29.383145,45.0,6.17,1.05
2020-06-30 07:30:30.465329,44.0,6.07,0.97
2020-06-30 08:00:31.800793,40.0,6.18,1.09
2020-06-30 08:30:28.796966,44.0,6.16,1.02
2020-06-30 09:00:31.409007,47.0,6.1,1.04
2020-06-30 09:30:26.859637,44.0,6.01,1.23
2020-06-30 10:00:29.020017,61.0,6.08,1.12
2020-06-30 10:30:28.393050,41.0,5.84,1.06
2020-06-30 11:00:28.920852,41.0,6.14,1.14
2020-06-30 11:30:34.673823,40.0,6.21,1.08
2020-06-30 12:00:34.732472,40.0,6.11,1.04
2020-06-30 12:30:27.342446,40.0,6.19,1.23
2020-06-30 13:00:32.128060,40.0,6.13,1.12
2020-06-30 13:30:37.960339,43.0,6.15,1.11
2020-06-30 14:00:39.185678,44.0,6.11,0.97
2020-06-30 14:30:32.801882,40.0,6.18,1.06
2020-06-30 15:00:31.592378,39.0,6.19,1.17
2020-06-30 15:30:32.071660,40.0,6.14,1.07
2020-06-30 16:00:35.537895,41.0,6.14,1.0
2020-06-30 16:30:32.543223,51.0,6.16,1.04
2020-06-30 17:00:32.243527,60.0,6.11,0.99
2020-06-30 17:30:27.020170,44.0,6.12,1.21
2020-06-30 18:00:30.289934,40.0,6.11,0.96
2020-06-30 18:30:29.709749,44.0,6.2,1.14
2020-06-30 19:00:34.293179,44.0,5.98,1.03
2020-06-30 19:30:33.122815,93.0,3.44,0.88
2020-06-30 20:00:31.896893,60.0,6.14,1.01
2020-06-30 20:30:28.845333,43.0,6.02,1.0
2020-06-30 21:00:30.899223,39.0,6.06,1.09
2020-06-30 21:30:36.531428,44.0,6.18,1.19
2020-06-30 22:00:45.058732,60.0,5.03,1.02
2020-06-30 22:30:36.668751,40.0,6.18,1.15
2020-06-30 23:00:40.318362,43.0,6.09,1.12
2020-06-30 23:30:36.550895,40.0,6.11,1.11
2020-07-01 00:00:52.413023,46.0,5.91,0.99
2020-07-01 00:30:29.092745,44.0,6.16,1.02
2020-07-01 01:00:32.441645,60.0,6.07,1.05
2020-07-01 01:30:28.803008,48.0,5.99,1.1
2020-07-01 02:00:33.080388,51.0,6.19,1.16
2020-07-01 02:30:28.148943,40.0,6.25,1.13
2020-07-01 03:00:31.024077,57.0,5.94,1.07
2020-07-01 03:30:34.150907,46.0,6.16,1.08
2020-07-01 04:00:31.743115,62.0,5.84,1.1
2020-07-01 04:30:27.913630,43.0,6.13,1.2
2020-07-01 05:00:30.247124,61.0,6.04,1.12
2020-07-01 05:30:27.207174,40.0,6.23,1.2
2020-07-01 06:00:31.693457,60.0,5.88,1.21
2020-07-01 06:30:27.006025,56.0,6.14,1.13
2020-07-01 07:00:33.901738,62.0,6.12,1.19
2020-07-01 07:30:27.270458,39.0,6.14,1.19
2020-07-01 08:00:31.142509,74.0,6.07,1.04
2020-07-01 08:30:29.194169,39.0,6.16,1.02
2020-07-01 09:00:29.986142,57.0,6.09,1.23
2020-07-01 09:30:26.810000,44.0,6.16,1.22
2020-07-01 10:00:34.425342,83.0,6.03,0.97
2020-07-01 10:30:28.929964,44.0,6.07,1.02
2020-07-01 11:00:33.640519,65.0,5.92,1.08
2020-07-01 11:30:29.295362,40.0,6.17,1.26
2020-07-01 12:00:38.618351,51.0,3.44,1.0
2020-07-01 12:30:30.114801,57.0,4.45,1.0
2020-07-01 13:00:35.408649,62.0,5.24,0.97
2020-07-01 13:30:29.429686,40.0,3.72,0.99
2020-07-01 14:00:38.243744,76.0,3.38,0.87
2020-07-01 14:30:30.347168,40.0,3.87,0.95
2020-07-01 15:00:33.136922,62.0,3.96,1.0
2020-07-01 15:30:30.154673,55.0,3.33,0.9
2020-07-01 16:00:31.194131,56.0,4.21,0.99
2020-07-01 16:30:37.882621,41.0,4.23,0.63
2020-07-01 17:00:35.541910,23.0,6.05,1.12
2020-07-01 17:30:38.098037,46.0,5.63,1.08
2020-07-01 18:00:39.284312,200.0,2.98,0.89
2020-07-01 18:30:32.260622,44.0,5.88,1.2
2020-07-01 19:00:37.703400,39.0,4.42,0.89
2020-07-01 19:30:39.595225,44.0,3.87,0.95
2020-07-01 20:00:33.176739,63.0,4.41,1.02
2020-07-01 20:30:26.909115,40.0,6.11,1.14
2020-07-01 21:00:34.791069,62.0,4.31,0.81
2020-07-01 21:30:30.505956,63.0,3.06,1.04
2020-07-01 22:00:32.870232,60.0,5.88,1.04
2020-07-01 22:30:37.103805,181.0,3.53,0.96
2020-07-01 23:00:30.307505,43.0,6.08,1.03
2020-07-01 23:30:29.078147,44.0,6.12,1.12
2020-07-02 00:00:37.040136,40.0,6.03,1.08
2020-07-02 00:30:27.524769,60.0,6.06,1.18
2020-07-02 01:00:29.927701,40.0,6.08,1.2
2020-07-02 01:30:30.008154,44.0,6.16,1.03
